,Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Employed_days,Type_Occupation,Family_Members,label,Age
789,5066617,F,N,Y,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,-0.04301369863013699,Cooking staff,2,0,51.0
790,5126751,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,-0.15369863013698631,Unknown,4,0,45.0
791,5009908,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-1.003013698630137,Drivers,2,0,52.0
792,5068337,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-0.13835616438356163,Laborers,2,0,27.0
793,5105535,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.0,Unknown,1,0,55.0
794,5061724,F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,0.0,Unknown,1,0,66.0
795,5028919,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-0.4895890410958904,Sales staff,2,0,47.0
796,5035627,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,-1.853150684931507,Managers,2,0,49.0
797,5074705,F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,-2.904109589041096,Laborers,1,0,60.0
798,5114061,M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,-1.0956164383561644,Unknown,3,0,49.0
799,5100373,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1.084931506849315,Core staff,4,0,35.0
800,5112765,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-0.5657534246575342,Unknown,3,0,30.0
801,5045439,M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,0.0,Unknown,2,0,64.0
802,5113922,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,0.0,Unknown,1,0,64.0
803,5037125,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,-0.6101369863013699,Core staff,2,0,31.0
804,5029538,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-0.33013698630136984,Core staff,2,0,35.0
805,5010078,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-0.31095890410958904,Cleaning staff,4,0,34.0
806,5085861,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1.4219178082191781,Cleaning staff,2,0,49.0
807,5009146,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-1.0191780821917809,Managers,2,0,43.0
808,5149433,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-0.7213698630136987,Unknown,1,0,53.0
809,5061753,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,63.0
810,5143009,M,Y,N,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,3,0,51.0
811,5079017,M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,-0.273972602739726,Managers,4,0,27.0
812,5096318,M,Y,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-0.04328767123287671,Core staff,1,0,26.0
813,5038615,F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,-0.8964383561643835,Core staff,3,0,33.0
814,5047670,F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,-0.684931506849315,Core staff,3,0,38.0
815,5044987,F,N,Y,0,141750.0,Pensioner,Higher education,Married,House / apartment,0.0,Unknown,2,0,55.0
816,5036828,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-1.1854794520547944,Sales staff,2,0,52.0
817,5139892,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-1.652876712328767,Medicine staff,2,0,50.0
818,5135446,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,-0.04657534246575342,Cleaning staff,3,0,27.0
819,5095586,F,N,N,0,270000.0,Working,Incomplete higher,Civil marriage,House / apartment,-0.07616438356164383,Medicine staff,2,0,24.0
820,5068963,M,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-0.838904109589041,Unknown,2,0,41.0
821,5022047,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,Office apartment,-2.234794520547945,Drivers,2,0,40.0
822,5048121,M,Y,Y,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.7268493150684932,Unknown,4,0,33.0
823,5117219,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.5350684931506849,Core staff,2,0,30.0
824,5009821,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-1.495068493150685,Cooking staff,2,0,40.0
825,5033500,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.5471232876712329,Laborers,2,0,48.0
826,5058281,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-0.941095890410959,Unknown,2,0,40.0
827,5054373,F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,56.0
828,5142988,F,N,N,1,135000.0,Working,Higher education,Married,House / apartment,-0.41205479452054794,Core staff,3,0,28.0
829,5137229,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-0.7386301369863013,Drivers,2,0,38.0
830,5113373,F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,0.0,Unknown,3,0,51.0
831,5053152,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,65.0
832,5090386,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,-3.7630136986301372,Core staff,1,0,59.0
833,5142899,F,N,N,0,112500.0,Commercial associate,Higher education,Single / not married,With parents,-0.06219178082191781,Laborers,1,0,24.0
834,5113510,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-0.03616438356164384,Laborers,2,0,47.0
835,5091457,F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,-1.8139726027397258,Medicine staff,4,0,42.0
836,5009791,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,60.0
837,5149484,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-0.6797260273972603,Unknown,3,0,30.0
838,5092221,M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-0.7720547945205479,Laborers,2,0,31.0
839,5067003,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-3.261917808219178,Laborers,2,0,51.0
840,5023838,F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-0.29506849315068495,Core staff,2,0,54.0
841,5095433,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-2.5364383561643837,High skill tech staff,2,0,51.0
842,5033797,F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-0.6238356164383562,Core staff,2,0,46.0
843,5022803,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,-0.41013698630136985,Managers,1,0,32.0
844,5104953,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-0.6635616438356164,Drivers,2,0,59.0
845,5100098,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-0.2263013698630137,Unknown,2,0,29.0
846,5091792,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-0.8134246575342466,Low-skill Laborers,3,0,41.0
847,5149805,F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,-0.5715068493150686,Unknown,1,0,27.0
848,5089681,F,N,N,0,261000.0,Commercial associate,Incomplete higher,Married,House / apartment,-0.29315068493150687,Unknown,2,0,27.0
849,5052678,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-2.238904109589041,High skill tech staff,3,0,42.0
850,5116809,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-0.19205479452054794,High skill tech staff,2,0,50.0
851,5143353,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-0.37917808219178084,Sales staff,2,0,28.0
852,5090232,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-2.5882191780821917,High skill tech staff,1,0,60.0
853,5117095,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,38.0
854,5088987,F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,-0.31780821917808216,Core staff,4,0,40.0
855,5021584,F,N,N,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,-0.5347945205479452,Cooking staff,3,0,35.0
856,5009291,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1.3194520547945205,Cleaning staff,2,0,41.0
857,5051007,F,N,N,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-0.37095890410958904,Managers,2,0,29.0
858,5024263,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-0.30904109589041096,Accountants,2,0,58.0
859,5125771,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-0.1284931506849315,Unknown,2,0,64.0
860,5021879,M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-0.05945205479452055,Laborers,4,0,35.0
861,5137247,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-0.8967123287671234,Secretaries,2,0,47.0
862,5096336,F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,64.0
863,5061762,F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,-0.15424657534246575,Accountants,3,0,30.0
864,5069117,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0,Unknown,1,0,56.0
865,5009579,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,58.0
866,5048319,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,-0.41808219178082195,Core staff,1,0,59.0
867,5023389,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-0.5731506849315069,Core staff,4,0,37.0
868,5143457,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-0.4791780821917809,High skill tech staff,2,0,32.0
869,5089225,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,63.0
870,5069257,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-0.2550684931506849,Laborers,3,0,35.0
871,5044939,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,-1.544931506849315,Managers,4,0,43.0
872,5022730,M,Y,N,3,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.4586301369863014,Managers,5,0,41.0
873,5149413,F,N,Y,2,315000.0,Commercial associate,Higher education,Married,House / apartment,-0.046027397260273974,Managers,4,0,29.0
874,5062745,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-0.30904109589041096,Cleaning staff,2,0,41.0
875,5105565,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.0,Unknown,2,0,63.0
876,5114544,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,-1.103835616438356,Laborers,2,0,29.0
877,5100352,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-1.3608219178082193,Laborers,2,0,42.0
878,5078841,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-0.8991780821917809,Medicine staff,2,0,55.0
879,5117392,F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-0.09287671232876712,Accountants,1,0,48.0
880,5022189,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-2.186027397260274,High skill tech staff,2,0,41.0
881,5105422,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2.652876712328767,Unknown,1,0,50.0
882,5143453,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-0.4791780821917809,High skill tech staff,2,0,32.0
883,5067832,F,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-0.15808219178082192,Unknown,2,0,58.0
884,5090995,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,-0.7183561643835616,Managers,2,0,28.0
885,5089512,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,-0.4597260273972603,Core staff,3,0,37.0
886,5116373,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-0.2673972602739726,Unknown,3,0,27.0
887,5149106,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-0.9884931506849315,Security staff,4,0,34.0
888,5091737,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-0.5635616438356165,Sales staff,1,0,40.0
889,5052620,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.5463013698630137,High skill tech staff,3,0,43.0
890,5087819,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-0.42821917808219173,Security staff,4,0,43.0
891,5139757,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,-2.0531506849315067,Laborers,2,0,64.0
892,5113639,F,N,N,0,135000.0,Pensioner,Higher education,Married,Municipal apartment,0.0,Unknown,2,0,53.0
893,5052811,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-1.2391780821917808,Managers,2,0,47.0
894,5095751,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,-0.09315068493150684,Managers,2,0,35.0
895,5096785,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,66.0
896,5062286,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.2961643835616438,Core staff,2,0,22.0
897,5090805,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1.812054794520548,Unknown,1,0,46.0
898,5079075,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-0.44904109589041097,Core staff,2,0,42.0
899,5146447,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-0.25178082191780826,Managers,1,0,39.0
900,5051008,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.9293150684931506,Realty agents,3,0,28.0
901,5100106,M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-0.8934246575342465,Laborers,2,0,48.0
902,5094896,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1.0761643835616437,Managers,3,0,38.0
903,5050894,M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,51.0
904,5054414,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-1.3923287671232878,Managers,2,0,35.0
905,5025791,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-0.9945205479452055,Core staff,2,0,50.0
906,5067949,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-0.9838356164383562,Unknown,1,0,49.0
907,5142482,M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House / apartment,-0.3284931506849315,Core staff,4,0,33.0
908,5041271,M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,-0.6764383561643836,Unknown,1,0,52.0
909,5115957,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,-1.1791780821917808,Sales staff,1,0,42.0
910,5010881,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,56.0
911,5029423,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-0.6887671232876713,Core staff,3,0,30.0
912,5105159,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-0.5991780821917808,Managers,4,0,33.0
913,5029610,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-1.9561643835616436,Core staff,1,0,41.0
914,5117450,F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-0.026301369863013697,Unknown,4,0,32.0
915,5143620,F,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,63.0
916,5023949,M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-1.418082191780822,Laborers,3,0,40.0
917,5089737,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1.8523287671232875,Cleaning staff,2,0,52.0
918,5143402,M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,-0.6454794520547945,Managers,2,0,52.0
919,5041921,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,42.0
920,5136909,M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-0.7967123287671233,Managers,3,0,41.0
921,5143596,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.9131506849315068,Waiters/barmen staff,2,0,31.0
922,5095939,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-0.9852054794520548,Managers,2,0,47.0
923,5113343,M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1.261917808219178,Laborers,4,0,31.0
924,5142920,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,-1.104109589041096,Sales staff,3,0,34.0
925,5114294,F,N,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,-1.4372602739726026,Unknown,1,0,52.0
926,5088055,F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-0.8367123287671232,Medicine staff,1,0,49.0
927,5142815,M,Y,N,0,126000.0,Commercial associate,Incomplete higher,Married,House / apartment,-0.7961643835616439,Laborers,2,0,28.0
928,5054460,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-0.5246575342465754,Laborers,3,0,51.0
929,5113134,F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,0.0,Unknown,1,0,59.0
930,5069380,M,N,Y,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-0.34712328767123285,High skill tech staff,1,0,45.0
931,5065798,F,N,Y,0,44550.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,62.0
932,5036396,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.3441095890410959,Cooking staff,2,0,37.0
933,5148535,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-0.47150684931506853,Unknown,3,0,28.0
934,5105436,M,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.6347945205479453,Unknown,4,0,39.0
935,5105412,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-0.41589041095890406,Unknown,4,0,34.0
936,5026177,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-2.138082191780822,Laborers,2,0,52.0
937,5142584,M,Y,Y,0,301500.0,Working,Secondary / secondary special,Married,Rented apartment,-0.23671232876712328,Laborers,2,0,24.0
938,5054297,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2.0175342465753423,Cooking staff,2,0,38.0
939,5118108,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-0.30164383561643837,Laborers,1,0,22.0
940,5054106,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.0,Unknown,1,0,58.0
941,5010683,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,-0.6112328767123287,Managers,2,0,28.0
942,5045850,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,-0.36356164383561645,Managers,4,0,34.0
943,5058371,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-0.09726027397260274,Unknown,2,0,47.0
944,5068147,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0,Unknown,1,0,56.0
945,5137187,F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-0.5298630136986302,Unknown,2,0,31.0
946,5139859,M,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.0,Unknown,1,0,54.0
947,5095873,F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,-1.4189041095890411,Core staff,2,0,41.0
948,5126809,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.6372602739726028,Laborers,3,0,29.0
949,5096604,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-0.2684931506849315,Core staff,3,0,37.0
950,5036765,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-0.33534246575342463,Laborers,3,0,35.0
951,5091880,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1.930958904109589,Accountants,2,0,50.0
952,5090082,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.4597260273972603,Unknown,2,0,41.0
953,5061481,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-0.6208219178082192,Managers,3,0,26.0
954,5125235,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-0.02,High skill tech staff,4,0,37.0
955,5089474,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-0.9432876712328767,Laborers,2,0,39.0
956,5126021,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.729041095890411,Core staff,3,0,40.0
957,5114630,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-0.07835616438356165,Sales staff,2,0,54.0
958,5010225,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-2.203835616438356,Medicine staff,3,0,48.0
959,5118526,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-0.14328767123287672,Unknown,2,0,60.0
960,5061340,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,66.0
961,5118527,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-0.14328767123287672,Unknown,2,0,60.0
962,5090186,M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,0.0,Unknown,2,0,64.0
963,5089596,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-0.26794520547945205,Managers,2,0,38.0
964,5066865,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,-0.21780821917808219,Sales staff,4,0,27.0
965,5061832,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,61.0
966,5009941,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-0.6441095890410959,Sales staff,4,0,29.0
967,5052731,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-0.3052054794520548,Laborers,2,0,37.0
968,5137175,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-1.0301369863013699,Sales staff,2,0,55.0
969,5045614,M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,-0.36356164383561645,Drivers,3,0,42.0
970,5067926,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,62.0
971,5047870,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-0.9101369863013697,Unknown,3,0,34.0
972,5025161,M,N,N,0,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1.4095890410958904,Laborers,2,0,34.0
973,5145694,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,-0.18164383561643835,Unknown,1,0,25.0
974,5113455,F,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1.1284931506849314,Laborers,3,0,49.0
975,5150164,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0.0,Unknown,1,0,64.0
976,5126321,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-0.47095890410958907,High skill tech staff,2,0,48.0
977,5088450,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,-0.5621917808219179,Drivers,1,0,62.0
978,5068631,F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-0.9975342465753425,Managers,2,0,58.0
979,5021693,M,Y,Y,2,337500.0,Working,Incomplete higher,Married,House / apartment,-0.4597260273972603,Laborers,4,0,34.0
980,5111172,M,Y,Y,0,225000.0,Working,Higher education,Married,Rented apartment,-0.1317808219178082,Sales staff,2,0,29.0
981,5029184,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,-1.2610958904109588,Laborers,3,0,43.0
982,5069051,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.6805479452054795,Laborers,2,0,48.0
983,5046379,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,-0.5216438356164383,Laborers,2,0,53.0
984,5118477,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-0.24328767123287673,Laborers,2,0,47.0
985,5106118,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-0.10767123287671232,Core staff,3,0,36.0
986,5024148,F,Y,N,0,180000.0,Working,Higher education,Married,With parents,-0.2758904109589041,Accountants,2,0,31.0
987,5112966,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2.928219178082192,Unknown,2,0,51.0
988,5089240,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,-3.378630136986301,Medicine staff,1,0,53.0
989,5067262,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-0.47232876712328764,Unknown,2,0,54.0
990,5045255,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-1.0106849315068493,Core staff,3,0,57.0
991,5044478,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-0.6104109589041096,Unknown,2,0,42.0
992,5136020,M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2.3230136986301373,Private service staff,3,0,44.0
993,5033418,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.5972602739726027,Managers,2,0,29.0
994,5021737,F,N,Y,0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,57.0
995,5023231,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-0.3731506849315068,Laborers,1,0,47.0
996,5029225,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.0,Unknown,2,0,58.0
997,5028909,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-0.513972602739726,Sales staff,2,0,27.0
998,5090793,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,-0.9597260273972603,Core staff,2,0,38.0
999,5126517,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-0.6205479452054795,Laborers,2,0,56.0
1000,5146114,F,N,Y,0,157500.0,State servant,Higher education,Separated,House / apartment,-3.1202739726027398,Unknown,1,0,56.0
1001,5146034,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1.135890410958904,Cooking staff,1,0,46.0
1002,5142972,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-0.2536986301369863,Laborers,3,0,29.0
